id,genre,Popularity,Song,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,seconds
5qGIfWDRdyO67LCTqA2sEn,garage,66.0,Heads Will Roll - A-Trak Remix Radio Edit,0.68,0.805,G#A,-3.232,Minor,0.0801,0.0134,0.0558,0.237,0.865,132.005,audio_features,spotify:track:5qGIfWDRdyO67LCTqA2sEn,https://api.spotify.com/v1/tracks/5qGIfWDRdyO67LCTqA2sEn,https://api.spotify.com/v1/audio-analysis/5qGIfWDRdyO67LCTqA2sEn,203920,4/4,203.92
4p2hMNZn99j1awX7EsxO8u,garage,54.0,Cigarette Smoker Fiona,0.372,0.841,A,-7.184,Minor,0.206,0.000654,2.36e-05,0.0633,0.322,143.283,audio_features,spotify:track:4p2hMNZn99j1awX7EsxO8u,https://api.spotify.com/v1/tracks/4p2hMNZn99j1awX7EsxO8u,https://api.spotify.com/v1/audio-analysis/4p2hMNZn99j1awX7EsxO8u,176547,4/4,176.547
7KmgtxP0GJ0hQ2Y5E6EItk,garage,44.0,Queen,0.322,0.478,E,-7.575,Major,0.0282,0.00157,0.758,0.0714,0.23,136.799,audio_features,spotify:track:7KmgtxP0GJ0hQ2Y5E6EItk,https://api.spotify.com/v1/tracks/7KmgtxP0GJ0hQ2Y5E6EItk,https://api.spotify.com/v1/audio-analysis/7KmgtxP0GJ0hQ2Y5E6EItk,256057,4/4,256.057
6lXSBOTOmviaeeDlTBP79A,garage,46.0,Not the Same Person,0.738,0.598,E,-9.148,Minor,0.0289,0.907,0.9,0.138,0.375,137.37,audio_features,spotify:track:6lXSBOTOmviaeeDlTBP79A,https://api.spotify.com/v1/tracks/6lXSBOTOmviaeeDlTBP79A,https://api.spotify.com/v1/audio-analysis/6lXSBOTOmviaeeDlTBP79A,212000,4/4,212.0
6THqWFqcUAAB7At66622Wr,garage,47.0,Ask Me Anything,0.376,0.31,G#A,-9.79,Major,0.0332,0.55,0.841,0.147,0.461,131.566,audio_features,spotify:track:6THqWFqcUAAB7At66622Wr,https://api.spotify.com/v1/tracks/6THqWFqcUAAB7At66622Wr,https://api.spotify.com/v1/audio-analysis/6THqWFqcUAAB7At66622Wr,189973,4/4,189.973
312A8WfROSLvZbMDHBUPDp,garage,62.0,Fit but You Know It,0.68,0.844,F#G,-1.729,Major,0.299,0.23,0.0,0.0305,0.895,172.302,audio_features,spotify:track:312A8WfROSLvZbMDHBUPDp,https://api.spotify.com/v1/tracks/312A8WfROSLvZbMDHBUPDp,https://api.spotify.com/v1/audio-analysis/312A8WfROSLvZbMDHBUPDp,254267,4/4,254.267
1JdweBSkJMLjnNW6LzmXJ8,garage,46.0,The Dream,0.162,0.959,C,-5.286,Minor,0.132,1.7e-05,0.475,0.245,0.39,193.174,audio_features,spotify:track:1JdweBSkJMLjnNW6LzmXJ8,https://api.spotify.com/v1/tracks/1JdweBSkJMLjnNW6LzmXJ8,https://api.spotify.com/v1/audio-analysis/1JdweBSkJMLjnNW6LzmXJ8,412040,4/4,412.04
5KLr5XEziWe8YFiH4w1mB2,garage,42.0,Bad Girl,0.213,0.784,G,-4.867,Major,0.0394,0.1,0.323,0.0999,0.453,199.279,audio_features,spotify:track:5KLr5XEziWe8YFiH4w1mB2,https://api.spotify.com/v1/tracks/5KLr5XEziWe8YFiH4w1mB2,https://api.spotify.com/v1/audio-analysis/5KLr5XEziWe8YFiH4w1mB2,227973,3/4,227.973
1xagIgxxNQre8ZhWjMTOdz,garage,42.0,The Dominoes,0.514,0.956,E,-5.887,Major,0.0375,0.00311,0.0146,0.589,0.905,149.997,audio_features,spotify:track:1xagIgxxNQre8ZhWjMTOdz,https://api.spotify.com/v1/tracks/1xagIgxxNQre8ZhWjMTOdz,https://api.spotify.com/v1/audio-analysis/1xagIgxxNQre8ZhWjMTOdz,132049,4/4,132.049
66V3speCvzVe6lUnIezZ0J,garage,40.0,"Laugh, Laugh",0.486,0.683,C#D,-8.767,Minor,0.054,0.302,0.0,0.0987,0.749,128.722,audio_features,spotify:track:66V3speCvzVe6lUnIezZ0J,https://api.spotify.com/v1/tracks/66V3speCvzVe6lUnIezZ0J,https://api.spotify.com/v1/audio-analysis/66V3speCvzVe6lUnIezZ0J,176733,4/4,176.733
4Ts1UoW3wR0GdmEiGxhlX2,garage,41.0,Wildfire - OVO Remix,0.826,0.589,F,-5.489,Minor,0.393,0.074,0.0,0.11,0.296,139.75,audio_features,spotify:track:4Ts1UoW3wR0GdmEiGxhlX2,https://api.spotify.com/v1/tracks/4Ts1UoW3wR0GdmEiGxhlX2,https://api.spotify.com/v1/audio-analysis/4Ts1UoW3wR0GdmEiGxhlX2,255139,4/4,255.139
2ouEiUmToYQClbXbSIF2T2,garage,50.0,SP12 Beat,0.623,0.733,C,-13.326,Major,0.0396,0.0962,0.894,0.0782,0.592,170.014,audio_features,spotify:track:2ouEiUmToYQClbXbSIF2T2,https://api.spotify.com/v1/tracks/2ouEiUmToYQClbXbSIF2T2,https://api.spotify.com/v1/audio-analysis/2ouEiUmToYQClbXbSIF2T2,152932,4/4,152.932
0455TNxuFqkgk4SUPumXdS,garage,45.0,L.I.N.E.,0.658,0.577,D,-8.753,Major,0.0677,0.065,0.664,0.305,0.588,180.128,audio_features,spotify:track:0455TNxuFqkgk4SUPumXdS,https://api.spotify.com/v1/tracks/0455TNxuFqkgk4SUPumXdS,https://api.spotify.com/v1/audio-analysis/0455TNxuFqkgk4SUPumXdS,191737,4/4,191.737
6TFGNgCyhgHKNn046iG6fa,garage,49.0,Victorious,0.396,0.933,A,-3.757,Major,0.0669,8.03e-05,3.17e-06,0.177,0.329,160.061,audio_features,spotify:track:6TFGNgCyhgHKNn046iG6fa,https://api.spotify.com/v1/tracks/6TFGNgCyhgHKNn046iG6fa,https://api.spotify.com/v1/audio-analysis/6TFGNgCyhgHKNn046iG6fa,264987,4/4,264.987
1LuPrOdGp4NSWVsJ2sPJOx,garage,45.0,L'Via L'Viaquez,0.335,0.818,G,-5.673,Minor,0.181,0.0359,0.00275,0.08,0.574,174.854,audio_features,spotify:track:1LuPrOdGp4NSWVsJ2sPJOx,https://api.spotify.com/v1/tracks/1LuPrOdGp4NSWVsJ2sPJOx,https://api.spotify.com/v1/audio-analysis/1LuPrOdGp4NSWVsJ2sPJOx,741600,4/4,741.6
4HIx4KL2XRilgBf6WzfLqI,garage,46.0,10 A.M. Automatic,0.497,0.944,C,-3.31,Major,0.103,0.597,0.119,0.0376,0.511,122.582,audio_features,spotify:track:4HIx4KL2XRilgBf6WzfLqI,https://api.spotify.com/v1/tracks/4HIx4KL2XRilgBf6WzfLqI,https://api.spotify.com/v1/audio-analysis/4HIx4KL2XRilgBf6WzfLqI,179133,4/4,179.133
4GCikZQz2XOLWzEyiMrmPD,garage,43.0,Five O´Clock World,0.496,0.691,A,-9.833,Major,0.0327,0.0737,1.75e-05,0.051,0.893,126.43,audio_features,spotify:track:4GCikZQz2XOLWzEyiMrmPD,https://api.spotify.com/v1/tracks/4GCikZQz2XOLWzEyiMrmPD,https://api.spotify.com/v1/audio-analysis/4GCikZQz2XOLWzEyiMrmPD,138005,4/4,138.005
0iHZnbbFHDO9MzHWlJI0Hb,garage,41.0,Romantic Rights,0.516,0.961,F,-5.37,Minor,0.157,0.00316,0.0,0.404,0.458,150.147,audio_features,spotify:track:0iHZnbbFHDO9MzHWlJI0Hb,https://api.spotify.com/v1/tracks/0iHZnbbFHDO9MzHWlJI0Hb,https://api.spotify.com/v1/audio-analysis/0iHZnbbFHDO9MzHWlJI0Hb,195107,4/4,195.107
6wLQJHoauNYAv8mhPis5pb,garage,47.0,Grow,0.714,0.486,F,-8.034,Major,0.0303,0.126,0.0211,0.116,0.205,116.987,audio_features,spotify:track:6wLQJHoauNYAv8mhPis5pb,https://api.spotify.com/v1/tracks/6wLQJHoauNYAv8mhPis5pb,https://api.spotify.com/v1/audio-analysis/6wLQJHoauNYAv8mhPis5pb,216795,4/4,216.795
7xWrrgphxYR1VbDeZry9XU,garage,42.0,I don't feel a thing,0.215,0.838,E,-9.096,Major,0.0553,0.0658,1.39e-06,0.545,0.663,188.105,audio_features,spotify:track:7xWrrgphxYR1VbDeZry9XU,https://api.spotify.com/v1/tracks/7xWrrgphxYR1VbDeZry9XU,https://api.spotify.com/v1/audio-analysis/7xWrrgphxYR1VbDeZry9XU,106500,4/4,106.5
4pgZkIWT8wAF5ww9t6efiL,garage,42.0,Mist,0.67,0.611,F#G,-14.721,Minor,0.062,0.132,0.954,0.184,0.716,120.003,audio_features,spotify:track:4pgZkIWT8wAF5ww9t6efiL,https://api.spotify.com/v1/tracks/4pgZkIWT8wAF5ww9t6efiL,https://api.spotify.com/v1/audio-analysis/4pgZkIWT8wAF5ww9t6efiL,104594,4/4,104.594
7pDbWHj7JkhCpJvk9bHy3M,garage,42.0,Arcarsenal,0.353,0.985,D,-2.555,Major,0.22,0.00747,0.0012,0.367,0.241,129.97,audio_features,spotify:track:7pDbWHj7JkhCpJvk9bHy3M,https://api.spotify.com/v1/tracks/7pDbWHj7JkhCpJvk9bHy3M,https://api.spotify.com/v1/audio-analysis/7pDbWHj7JkhCpJvk9bHy3M,174773,4/4,174.773
36dwSMtI7MIsjPWMrlckBa,garage,45.0,Clash the Truth,0.479,0.973,C,-6.076,Minor,0.0582,0.38,0.29,0.164,0.706,160.106,audio_features,spotify:track:36dwSMtI7MIsjPWMrlckBa,https://api.spotify.com/v1/tracks/36dwSMtI7MIsjPWMrlckBa,https://api.spotify.com/v1/audio-analysis/36dwSMtI7MIsjPWMrlckBa,123266,4/4,123.266
7B6f6HcVLIJdTcuclriXfT,garage,45.0,Shuffle Your Feet,0.54,0.754,B,-6.493,Minor,0.109,0.223,8.89e-05,0.356,0.658,144.786,audio_features,spotify:track:7B6f6HcVLIJdTcuclriXfT,https://api.spotify.com/v1/tracks/7B6f6HcVLIJdTcuclriXfT,https://api.spotify.com/v1/audio-analysis/7B6f6HcVLIJdTcuclriXfT,173587,4/4,173.587
49HMe2IIZBQHVJnz5XQ11U,garage,48.0,Sundial,0.321,0.913,D,-4.572,Major,0.0412,1.09e-05,0.744,0.272,0.397,173.927,audio_features,spotify:track:49HMe2IIZBQHVJnz5XQ11U,https://api.spotify.com/v1/tracks/49HMe2IIZBQHVJnz5XQ11U,https://api.spotify.com/v1/audio-analysis/49HMe2IIZBQHVJnz5XQ11U,227667,4/4,227.667
5FZtl28q6FXkuDeAWxHzjx,garage,45.0,Kill the Medicine Man,0.41,0.823,A,-6.237,Major,0.0655,0.0554,0.000215,0.154,0.284,90.471,audio_features,spotify:track:5FZtl28q6FXkuDeAWxHzjx,https://api.spotify.com/v1/tracks/5FZtl28q6FXkuDeAWxHzjx,https://api.spotify.com/v1/audio-analysis/5FZtl28q6FXkuDeAWxHzjx,153717,4/4,153.717
3ri4y4r1BFc9YiPNgFXeGW,garage,44.0,Obvious Bicycle,0.661,0.282,A,-12.489,Major,0.0542,0.417,0.000156,0.227,0.12,89.997,audio_features,spotify:track:3ri4y4r1BFc9YiPNgFXeGW,https://api.spotify.com/v1/tracks/3ri4y4r1BFc9YiPNgFXeGW,https://api.spotify.com/v1/audio-analysis/3ri4y4r1BFc9YiPNgFXeGW,251253,4/4,251.253
47uhrF6IvyE2eUyyfLAEzf,garage,64.0,Katy on a Mission,0.674,0.731,G#A,-5.211,Major,0.133,0.0232,7.99e-06,0.0856,0.507,139.898,audio_features,spotify:track:47uhrF6IvyE2eUyyfLAEzf,https://api.spotify.com/v1/tracks/47uhrF6IvyE2eUyyfLAEzf,https://api.spotify.com/v1/audio-analysis/47uhrF6IvyE2eUyyfLAEzf,219120,4/4,219.12
5RsGSgBAkCQzTChScLpcux,garage,46.0,Struck By Lightning,0.385,0.796,D,-3.514,Major,0.101,0.0119,0.0,0.116,0.545,135.108,audio_features,spotify:track:5RsGSgBAkCQzTChScLpcux,https://api.spotify.com/v1/tracks/5RsGSgBAkCQzTChScLpcux,https://api.spotify.com/v1/audio-analysis/5RsGSgBAkCQzTChScLpcux,100840,4/4,100.84
7rWpSbLgcaWXsvS4o9wJXD,garage,52.0,Electricity,0.387,0.919,E,-6.585,Minor,0.0454,4.99e-05,0.578,0.293,0.483,149.993,audio_features,spotify:track:7rWpSbLgcaWXsvS4o9wJXD,https://api.spotify.com/v1/tracks/7rWpSbLgcaWXsvS4o9wJXD,https://api.spotify.com/v1/audio-analysis/7rWpSbLgcaWXsvS4o9wJXD,181537,4/4,181.537
3cU9b4vb5yzyM12RXJ1k3s,garage,56.0,Music When The Lights Go Out,0.419,0.693,C,-6.077,Major,0.0345,0.419,4.96e-06,0.162,0.488,111.088,audio_features,spotify:track:3cU9b4vb5yzyM12RXJ1k3s,https://api.spotify.com/v1/tracks/3cU9b4vb5yzyM12RXJ1k3s,https://api.spotify.com/v1/audio-analysis/3cU9b4vb5yzyM12RXJ1k3s,182387,4/4,182.387
0JwlVxE6RtIGSAcAwBlJKk,garage,41.0,Now That You're Gone,0.387,0.455,G,-9.209,Major,0.0849,0.119,0.0209,0.122,0.471,199.871,audio_features,spotify:track:0JwlVxE6RtIGSAcAwBlJKk,https://api.spotify.com/v1/tracks/0JwlVxE6RtIGSAcAwBlJKk,https://api.spotify.com/v1/audio-analysis/0JwlVxE6RtIGSAcAwBlJKk,240986,3/4,240.986
46XBLbYXATk5wgodMQNRR4,garage,41.0,Starslight,0.479,0.915,B,-6.408,Minor,0.0519,0.0365,1.74e-06,0.342,0.831,142.642,audio_features,spotify:track:46XBLbYXATk5wgodMQNRR4,https://api.spotify.com/v1/tracks/46XBLbYXATk5wgodMQNRR4,https://api.spotify.com/v1/audio-analysis/46XBLbYXATk5wgodMQNRR4,78213,4/4,78.213
3SIcv7gFAfCp7T3BakaJgE,garage,41.0,Graveyard's Full,0.671,0.786,F#G,-5.753,Minor,0.0315,0.403,0.0,0.103,0.963,128.822,audio_features,spotify:track:3SIcv7gFAfCp7T3BakaJgE,https://api.spotify.com/v1/tracks/3SIcv7gFAfCp7T3BakaJgE,https://api.spotify.com/v1/audio-analysis/3SIcv7gFAfCp7T3BakaJgE,126547,4/4,126.547
1cLfXnBwTFuRngRZfQeLof,garage,46.0,Kick Out the Jams,0.316,0.921,D,-3.491,Major,0.0708,0.00407,0.0,0.37,0.723,145.559,audio_features,spotify:track:1cLfXnBwTFuRngRZfQeLof,https://api.spotify.com/v1/tracks/1cLfXnBwTFuRngRZfQeLof,https://api.spotify.com/v1/audio-analysis/1cLfXnBwTFuRngRZfQeLof,160533,4/4,160.533
78Ct2qlEtSMw3CG6zWwAyz,garage,49.0,Anasickmodular,0.667,0.567,C#D,-11.629,Major,0.044,0.0154,0.945,0.118,0.338,139.088,audio_features,spotify:track:78Ct2qlEtSMw3CG6zWwAyz,https://api.spotify.com/v1/tracks/78Ct2qlEtSMw3CG6zWwAyz,https://api.spotify.com/v1/audio-analysis/78Ct2qlEtSMw3CG6zWwAyz,192080,4/4,192.08
5S7kFUo496CoItemffWQb9,garage,50.0,Nova Baby,0.556,0.702,E,-5.792,Minor,0.0423,0.0054,0.0,0.218,0.452,132.33,audio_features,spotify:track:5S7kFUo496CoItemffWQb9,https://api.spotify.com/v1/tracks/5S7kFUo496CoItemffWQb9,https://api.spotify.com/v1/audio-analysis/5S7kFUo496CoItemffWQb9,207040,4/4,207.04
6UDg8pNtfuN4QPchBpeQaJ,garage,41.0,One in a Million,0.568,0.868,B,-6.332,Minor,0.0267,0.0118,0.858,0.222,0.643,91.893,audio_features,spotify:track:6UDg8pNtfuN4QPchBpeQaJ,https://api.spotify.com/v1/tracks/6UDg8pNtfuN4QPchBpeQaJ,https://api.spotify.com/v1/audio-analysis/6UDg8pNtfuN4QPchBpeQaJ,237087,4/4,237.087
6ZQY4xn0UTeXCrWXXeRwKb,garage,43.0,I Hope We Can Still Be Friends,0.469,0.524,B,-8.277,Major,0.0304,1.4e-05,0.0312,0.34,0.638,165.968,audio_features,spotify:track:6ZQY4xn0UTeXCrWXXeRwKb,https://api.spotify.com/v1/tracks/6ZQY4xn0UTeXCrWXXeRwKb,https://api.spotify.com/v1/audio-analysis/6ZQY4xn0UTeXCrWXXeRwKb,151455,4/4,151.455
59TYCj9DQI2e53ejdffprl,garage,41.0,A Fragile Excuse,0.608,0.583,A#B,-7.738,Major,0.0268,0.608,4.34e-05,0.115,0.135,110.428,audio_features,spotify:track:59TYCj9DQI2e53ejdffprl,https://api.spotify.com/v1/tracks/59TYCj9DQI2e53ejdffprl,https://api.spotify.com/v1/audio-analysis/59TYCj9DQI2e53ejdffprl,116865,4/4,116.865
0Vfgpl5VpDBQexEPYUqaQK,garage,40.0,Sofa Song,0.425,0.949,C#D,-3.828,Minor,0.104,0.0101,1.79e-05,0.296,0.718,80.331,audio_features,spotify:track:0Vfgpl5VpDBQexEPYUqaQK,https://api.spotify.com/v1/tracks/0Vfgpl5VpDBQexEPYUqaQK,https://api.spotify.com/v1/audio-analysis/0Vfgpl5VpDBQexEPYUqaQK,133253,4/4,133.253
15E2P2ToSLNnZvcOEQra6a,garage,45.0,Hold You Now (feat. Danielle Haim),0.284,0.457,C,-9.239,Major,0.0382,0.0817,0.0,0.413,0.293,86.88,audio_features,spotify:track:15E2P2ToSLNnZvcOEQra6a,https://api.spotify.com/v1/tracks/15E2P2ToSLNnZvcOEQra6a,https://api.spotify.com/v1/audio-analysis/15E2P2ToSLNnZvcOEQra6a,153787,4/4,153.787
5YPRNCNurmqByhXOZpZK4b,garage,44.0,Black Grease,0.407,0.868,G,-7.848,Major,0.0306,0.000327,0.391,0.119,0.257,138.535,audio_features,spotify:track:5YPRNCNurmqByhXOZpZK4b,https://api.spotify.com/v1/tracks/5YPRNCNurmqByhXOZpZK4b,https://api.spotify.com/v1/audio-analysis/5YPRNCNurmqByhXOZpZK4b,272600,4/4,272.6
2sVYPPawIj2Lf95XIHfTp3,garage,45.0,Rollercoaster Baby,0.604,0.784,C#D,-10.717,Major,0.0367,0.0443,0.0495,0.218,0.227,119.963,audio_features,spotify:track:2sVYPPawIj2Lf95XIHfTp3,https://api.spotify.com/v1/tracks/2sVYPPawIj2Lf95XIHfTp3,https://api.spotify.com/v1/audio-analysis/2sVYPPawIj2Lf95XIHfTp3,129320,4/4,129.32
6C5TArCHiIVBmXnaN3FFuT,garage,41.0,Sci-Fi,0.727,0.416,C#D,-9.82,Minor,0.0386,0.00419,0.866,0.0894,0.696,119.981,audio_features,spotify:track:6C5TArCHiIVBmXnaN3FFuT,https://api.spotify.com/v1/tracks/6C5TArCHiIVBmXnaN3FFuT,https://api.spotify.com/v1/audio-analysis/6C5TArCHiIVBmXnaN3FFuT,176000,3/4,176.0
5OjQHOLMSzm9gkcIhtsgMO,garage,46.0,You're Pretty Good Looking (For a Girl),0.475,0.855,B,-5.666,Major,0.0532,0.701,1.54e-05,0.0723,0.875,116.787,audio_features,spotify:track:5OjQHOLMSzm9gkcIhtsgMO,https://api.spotify.com/v1/tracks/5OjQHOLMSzm9gkcIhtsgMO,https://api.spotify.com/v1/audio-analysis/5OjQHOLMSzm9gkcIhtsgMO,109720,1/4,109.72
22901T4SPYBr6FNodnQhmw,garage,43.0,Fireworks,0.411,0.38,C#D,-8.773,Major,0.0273,0.957,0.775,0.112,0.394,138.939,audio_features,spotify:track:22901T4SPYBr6FNodnQhmw,https://api.spotify.com/v1/tracks/22901T4SPYBr6FNodnQhmw,https://api.spotify.com/v1/audio-analysis/22901T4SPYBr6FNodnQhmw,128331,4/4,128.331
6J221lfEpfVmseOaNqWPVF,garage,42.0,Pattern Against User,0.298,0.982,B,-2.286,Minor,0.368,0.236,0.0,0.151,0.231,159.21,audio_features,spotify:track:6J221lfEpfVmseOaNqWPVF,https://api.spotify.com/v1/tracks/6J221lfEpfVmseOaNqWPVF,https://api.spotify.com/v1/audio-analysis/6J221lfEpfVmseOaNqWPVF,197813,4/4,197.813
4IzSgkrRjtNEXyXp72COSl,garage,46.0,Planet Junior,0.474,0.568,C,-8.865,Major,0.0302,0.00745,0.00355,0.378,0.456,113.817,audio_features,spotify:track:4IzSgkrRjtNEXyXp72COSl,https://api.spotify.com/v1/tracks/4IzSgkrRjtNEXyXp72COSl,https://api.spotify.com/v1/audio-analysis/4IzSgkrRjtNEXyXp72COSl,193947,4/4,193.947
2eXXH2jx97BkAeMIM6Se3S,garage,45.0,Lava Lamp Pisco,0.429,0.899,G,-7.148,Minor,0.0541,2.41e-05,0.852,0.138,0.487,165.073,audio_features,spotify:track:2eXXH2jx97BkAeMIM6Se3S,https://api.spotify.com/v1/tracks/2eXXH2jx97BkAeMIM6Se3S,https://api.spotify.com/v1/audio-analysis/2eXXH2jx97BkAeMIM6Se3S,241859,4/4,241.859
1tTi3G0E0FnMLtFUhL61p4,garage,44.0,You and Me,0.561,0.474,C,-7.815,Minor,0.0336,0.00395,0.809,0.255,0.149,69.957,audio_features,spotify:track:1tTi3G0E0FnMLtFUhL61p4,https://api.spotify.com/v1/tracks/1tTi3G0E0FnMLtFUhL61p4,https://api.spotify.com/v1/audio-analysis/1tTi3G0E0FnMLtFUhL61p4,208286,4/4,208.286
1cPtXxIS4nw3y7uFQj27wP,garage,42.0,Good Advice,0.447,0.822,A#B,-5.131,Major,0.0287,1.24e-05,0.00576,0.273,0.613,137.023,audio_features,spotify:track:1cPtXxIS4nw3y7uFQj27wP,https://api.spotify.com/v1/tracks/1cPtXxIS4nw3y7uFQj27wP,https://api.spotify.com/v1/audio-analysis/1cPtXxIS4nw3y7uFQj27wP,204907,4/4,204.907
3mGUDRQGRMmrBjHtCC2qPZ,garage,47.0,Mother of Earth - Remastered 2020,0.298,0.847,D,-5.013,Major,0.0517,0.259,0.366,0.225,0.662,182.621,audio_features,spotify:track:3mGUDRQGRMmrBjHtCC2qPZ,https://api.spotify.com/v1/tracks/3mGUDRQGRMmrBjHtCC2qPZ,https://api.spotify.com/v1/audio-analysis/3mGUDRQGRMmrBjHtCC2qPZ,204707,4/4,204.707
4UGaLfwKFZNlB594K6ucxA,garage,40.0,"Die, All Right!",0.315,0.971,C,-5.076,Major,0.0989,0.00126,0.000296,0.0735,0.728,88.682,audio_features,spotify:track:4UGaLfwKFZNlB594K6ucxA,https://api.spotify.com/v1/tracks/4UGaLfwKFZNlB594K6ucxA,https://api.spotify.com/v1/audio-analysis/4UGaLfwKFZNlB594K6ucxA,166173,4/4,166.173
1iMOLNyzKtIMucwZzQSjZi,garage,43.0,Green Eyes,0.42,0.788,F#G,-5.356,Major,0.0524,0.00131,0.0,0.125,0.242,142.98,audio_features,spotify:track:1iMOLNyzKtIMucwZzQSjZi,https://api.spotify.com/v1/tracks/1iMOLNyzKtIMucwZzQSjZi,https://api.spotify.com/v1/audio-analysis/1iMOLNyzKtIMucwZzQSjZi,229813,4/4,229.813
1AkuvvBfa2DtqM7a9O2IAy,garage,46.0,I Feel Love (Every Million Miles),0.242,0.854,E,-6.96,Major,0.125,0.00209,0.0,0.15,0.325,188.68,audio_features,spotify:track:1AkuvvBfa2DtqM7a9O2IAy,https://api.spotify.com/v1/tracks/1AkuvvBfa2DtqM7a9O2IAy,https://api.spotify.com/v1/audio-analysis/1AkuvvBfa2DtqM7a9O2IAy,195827,4/4,195.827
4bHsxqR3GMrXTxEPLuK5ue,hard-rock,85.0,Don't Stop Believin',0.5,0.748,E,-9.072,Major,0.0363,0.127,0.0,0.447,0.514,118.852,audio_features,spotify:track:4bHsxqR3GMrXTxEPLuK5ue,https://api.spotify.com/v1/tracks/4bHsxqR3GMrXTxEPLuK5ue,https://api.spotify.com/v1/audio-analysis/4bHsxqR3GMrXTxEPLuK5ue,250987,4/4,250.987
7snQQk1zcKl8gZ92AnueZW,hard-rock,88.0,Sweet Child O' Mine,0.446,0.952,F#G,-5.321,Major,0.0523,0.0901,0.0857,0.112,0.624,125.303,audio_features,spotify:track:7snQQk1zcKl8gZ92AnueZW,https://api.spotify.com/v1/tracks/7snQQk1zcKl8gZ92AnueZW,https://api.spotify.com/v1/audio-analysis/7snQQk1zcKl8gZ92AnueZW,356067,4/4,356.067
3VqHuw0wFlIHcIPWkhIbdQ,hard-rock,77.0,Enter Sandman (Remastered),0.566,0.834,F#G,-8.412,Minor,0.0298,0.00277,0.008,0.0625,0.621,123.296,audio_features,spotify:track:3VqHuw0wFlIHcIPWkhIbdQ,https://api.spotify.com/v1/tracks/3VqHuw0wFlIHcIPWkhIbdQ,https://api.spotify.com/v1/audio-analysis/3VqHuw0wFlIHcIPWkhIbdQ,331560,4/4,331.56
57bgtoPSgt236HzfBOd8kj,hard-rock,85.0,Thunderstruck,0.502,0.89,E,-5.175,Major,0.0364,0.000147,0.0117,0.217,0.259,133.52,audio_features,spotify:track:57bgtoPSgt236HzfBOd8kj,https://api.spotify.com/v1/tracks/57bgtoPSgt236HzfBOd8kj,https://api.spotify.com/v1/audio-analysis/57bgtoPSgt236HzfBOd8kj,292880,4/4,292.88
2zYzyRzz6pRmhPzyfMEC8s,hard-rock,86.0,Highway to Hell,0.574,0.913,F#G,-4.793,Minor,0.133,0.061,0.00158,0.156,0.423,115.728,audio_features,spotify:track:2zYzyRzz6pRmhPzyfMEC8s,https://api.spotify.com/v1/tracks/2zYzyRzz6pRmhPzyfMEC8s,https://api.spotify.com/v1/audio-analysis/2zYzyRzz6pRmhPzyfMEC8s,208400,4/4,208.4
2SiXAy7TuUkycRVbbWDEpo,hard-rock,84.0,You Shook Me All Night Long,0.532,0.767,G,-5.509,Major,0.0574,0.00287,0.000513,0.39,0.755,127.361,audio_features,spotify:track:2SiXAy7TuUkycRVbbWDEpo,https://api.spotify.com/v1/tracks/2SiXAy7TuUkycRVbbWDEpo,https://api.spotify.com/v1/audio-analysis/2SiXAy7TuUkycRVbbWDEpo,210173,4/4,210.173
6Nm8h73ycDG2saCnZV8poF,hard-rock,80.0,Dragula,0.591,0.963,C,-6.489,Minor,0.0531,8.74e-05,0.000107,0.0781,0.609,125.03,audio_features,spotify:track:6Nm8h73ycDG2saCnZV8poF,https://api.spotify.com/v1/tracks/6Nm8h73ycDG2saCnZV8poF,https://api.spotify.com/v1/audio-analysis/6Nm8h73ycDG2saCnZV8poF,222827,4/4,222.827
0G21yYKMZoHa30cYVi1iA8,hard-rock,84.0,Welcome To The Jungle,0.453,0.987,G#A,-4.485,Major,0.0889,0.0195,0.283,0.268,0.316,123.544,audio_features,spotify:track:0G21yYKMZoHa30cYVi1iA8,https://api.spotify.com/v1/tracks/0G21yYKMZoHa30cYVi1iA8,https://api.spotify.com/v1/audio-analysis/0G21yYKMZoHa30cYVi1iA8,273480,4/4,273.48
08mG3Y1vljYA6bvDt4Wqkj,hard-rock,85.0,Back In Black,0.31,0.7,A,-5.678,Major,0.047,0.011,0.00965,0.0828,0.763,188.386,audio_features,spotify:track:08mG3Y1vljYA6bvDt4Wqkj,https://api.spotify.com/v1/tracks/08mG3Y1vljYA6bvDt4Wqkj,https://api.spotify.com/v1/audio-analysis/08mG3Y1vljYA6bvDt4Wqkj,255493,4/4,255.493
7e89621JPkKaeDSTQ3avtg,hard-rock,83.0,Sweet Home Alabama,0.596,0.605,G,-12.145,Major,0.0255,0.181,0.000331,0.0863,0.886,97.798,audio_features,spotify:track:7e89621JPkKaeDSTQ3avtg,https://api.spotify.com/v1/tracks/7e89621JPkKaeDSTQ3avtg,https://api.spotify.com/v1/audio-analysis/7e89621JPkKaeDSTQ3avtg,283800,4/4,283.8
