id,genre,Popularity,Song,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,seconds
7DcJ6fEBb7BaKuYKTwiDxK,garage,77.0,Homage,0.546,0.465,F,-8.167,Major,0.0287,0.153,0.00259,0.321,0.415,73.369,audio_features,spotify:track:7DcJ6fEBb7BaKuYKTwiDxK,https://api.spotify.com/v1/tracks/7DcJ6fEBb7BaKuYKTwiDxK,https://api.spotify.com/v1/audio-analysis/7DcJ6fEBb7BaKuYKTwiDxK,177493,4/4,177.493
7hm4HTk9encxT0LYC0J6oI,garage,69.0,Someday,0.539,0.521,A,-7.46,Major,0.0299,0.00425,0.0,0.367,0.679,106.035,audio_features,spotify:track:7hm4HTk9encxT0LYC0J6oI,https://api.spotify.com/v1/tracks/7hm4HTk9encxT0LYC0J6oI,https://api.spotify.com/v1/audio-analysis/7hm4HTk9encxT0LYC0J6oI,183440,4/4,183.44
3SUusuA9jH1v6PVwtYMbdv,garage,69.0,Last Nite,0.624,0.899,C,-5.709,Major,0.0296,0.0221,0.000137,0.0975,0.79,104.061,audio_features,spotify:track:3SUusuA9jH1v6PVwtYMbdv,https://api.spotify.com/v1/tracks/3SUusuA9jH1v6PVwtYMbdv,https://api.spotify.com/v1/audio-analysis/3SUusuA9jH1v6PVwtYMbdv,193373,4/4,193.373
5G1sTBGbZT5o4PNRc75RKI,garage,80.0,Lonely Boy,0.356,0.872,D,-7.837,Major,0.068,0.00417,0.00975,0.0997,0.607,166.3,audio_features,spotify:track:5G1sTBGbZT5o4PNRc75RKI,https://api.spotify.com/v1/tracks/5G1sTBGbZT5o4PNRc75RKI,https://api.spotify.com/v1/audio-analysis/5G1sTBGbZT5o4PNRc75RKI,193653,4/4,193.653
0grFc6klR3hxoHLcgCYsF4,garage,71.0,Howlin' for You,0.705,0.735,B,-6.646,Major,0.0931,0.028,0.0783,0.112,0.448,132.627,audio_features,spotify:track:0grFc6klR3hxoHLcgCYsF4,https://api.spotify.com/v1/tracks/0grFc6klR3hxoHLcgCYsF4,https://api.spotify.com/v1/audio-analysis/0grFc6klR3hxoHLcgCYsF4,191800,4/4,191.8
7nzsY8vlnKdvGOEE0rjAXZ,garage,79.0,Arabella,0.579,0.558,D,-6.986,Major,0.0895,0.0202,1.26e-06,0.212,0.506,179.949,audio_features,spotify:track:7nzsY8vlnKdvGOEE0rjAXZ,https://api.spotify.com/v1/tracks/7nzsY8vlnKdvGOEE0rjAXZ,https://api.spotify.com/v1/audio-analysis/7nzsY8vlnKdvGOEE0rjAXZ,207357,4/4,207.357
2LGdO5MtFdyphi2EihANZG,garage,78.0,Knee Socks,0.665,0.542,B,-8.323,Minor,0.033,0.123,0.00291,0.342,0.587,97.975,audio_features,spotify:track:2LGdO5MtFdyphi2EihANZG,https://api.spotify.com/v1/tracks/2LGdO5MtFdyphi2EihANZG,https://api.spotify.com/v1/audio-analysis/2LGdO5MtFdyphi2EihANZG,257563,4/4,257.563
21Qsj3cMVCx2xF2EVVNbEu,garage,74.0,Fell In Love With a Girl,0.356,0.982,E,-1.574,Minor,0.112,0.713,0.00145,0.941,0.299,95.754,audio_features,spotify:track:21Qsj3cMVCx2xF2EVVNbEu,https://api.spotify.com/v1/tracks/21Qsj3cMVCx2xF2EVVNbEu,https://api.spotify.com/v1/audio-analysis/21Qsj3cMVCx2xF2EVVNbEu,110093,4/4,110.093
5lN1EH25gdiqT1SFALMAq1,garage,76.0,Gold on the Ceiling,0.505,0.833,C,-4.632,Major,0.0475,0.00772,7.9e-05,0.069,0.565,130.121,audio_features,spotify:track:5lN1EH25gdiqT1SFALMAq1,https://api.spotify.com/v1/tracks/5lN1EH25gdiqT1SFALMAq1,https://api.spotify.com/v1/audio-analysis/5lN1EH25gdiqT1SFALMAq1,224333,4/4,224.333
0R3TWpoxAhT3HDXM7tpRzS,garage,70.0,Ghostride,0.665,0.351,D,-9.424,Major,0.0276,0.516,0.819,0.109,0.451,87.057,audio_features,spotify:track:0R3TWpoxAhT3HDXM7tpRzS,https://api.spotify.com/v1/tracks/0R3TWpoxAhT3HDXM7tpRzS,https://api.spotify.com/v1/audio-analysis/0R3TWpoxAhT3HDXM7tpRzS,126120,4/4,126.12
0hDQV9X1Da5JrwhK8gu86p,garage,71.0,Maps,0.502,0.941,G,-5.194,Major,0.0716,0.000346,0.319,0.553,0.124,119.783,audio_features,spotify:track:0hDQV9X1Da5JrwhK8gu86p,https://api.spotify.com/v1/tracks/0hDQV9X1Da5JrwhK8gu86p,https://api.spotify.com/v1/audio-analysis/0hDQV9X1Da5JrwhK8gu86p,219987,4/4,219.987
2RUhtNBh43RtSg0WBPPq3m,garage,65.0,Naive,0.547,0.816,G#A,-6.165,Minor,0.0624,0.0688,0.0,0.127,0.722,102.765,audio_features,spotify:track:2RUhtNBh43RtSg0WBPPq3m,https://api.spotify.com/v1/tracks/2RUhtNBh43RtSg0WBPPq3m,https://api.spotify.com/v1/audio-analysis/2RUhtNBh43RtSg0WBPPq3m,203507,4/4,203.507
3ItzRpwvKtkDSNdRSjXu7Z,garage,64.0,Chelsea Dagger,0.512,0.817,G,-3.154,Major,0.142,0.0505,0.0,0.0775,0.552,154.607,audio_features,spotify:track:3ItzRpwvKtkDSNdRSjXu7Z,https://api.spotify.com/v1/tracks/3ItzRpwvKtkDSNdRSjXu7Z,https://api.spotify.com/v1/audio-analysis/3ItzRpwvKtkDSNdRSjXu7Z,215173,4/4,215.173
0R6sz2EUOMSM3qaZHEpG63,garage,67.0,2516,0.514,0.693,F#G,-5.562,Minor,0.0263,0.0551,0.824,0.195,0.771,89.984,audio_features,spotify:track:0R6sz2EUOMSM3qaZHEpG63,https://api.spotify.com/v1/tracks/0R6sz2EUOMSM3qaZHEpG63,https://api.spotify.com/v1/audio-analysis/0R6sz2EUOMSM3qaZHEpG63,68000,4/4,68.0
4fPBB44eDH71YohayI4eKV,garage,74.0,You Only Live Once,0.63,0.908,B,-2.42,Major,0.0326,0.0238,0.592,0.116,0.968,120.522,audio_features,spotify:track:4fPBB44eDH71YohayI4eKV,https://api.spotify.com/v1/tracks/4fPBB44eDH71YohayI4eKV,https://api.spotify.com/v1/audio-analysis/4fPBB44eDH71YohayI4eKV,189227,4/4,189.227
13lZDbwonGhOflQLQIfdtZ,garage,69.0,We're Going to Be Friends,0.534,0.441,G,-5.752,Major,0.0303,0.661,0.0,0.0934,0.439,97.009,audio_features,spotify:track:13lZDbwonGhOflQLQIfdtZ,https://api.spotify.com/v1/tracks/13lZDbwonGhOflQLQIfdtZ,https://api.spotify.com/v1/audio-analysis/13lZDbwonGhOflQLQIfdtZ,140179,4/4,140.179
4xlEKYv7HmC8zXoJIbpZKM,garage,70.0,"Steady, As She Goes",0.525,0.578,A,-4.563,Major,0.12,0.0132,0.00916,0.108,0.537,123.696,audio_features,spotify:track:4xlEKYv7HmC8zXoJIbpZKM,https://api.spotify.com/v1/tracks/4xlEKYv7HmC8zXoJIbpZKM,https://api.spotify.com/v1/audio-analysis/4xlEKYv7HmC8zXoJIbpZKM,215267,4/4,215.267
7ISL3LO8AWP3fKIXunvqTa,garage,67.0,Joker And The Thief,0.264,0.78,C,-2.741,Major,0.0517,0.0452,0.0222,0.376,0.456,155.376,audio_features,spotify:track:7ISL3LO8AWP3fKIXunvqTa,https://api.spotify.com/v1/tracks/7ISL3LO8AWP3fKIXunvqTa,https://api.spotify.com/v1/audio-analysis/7ISL3LO8AWP3fKIXunvqTa,280467,4/4,280.467
0SzvmWfOhoxZVGrmvb56YL,garage,73.0,Baby I'm Yours,0.462,0.595,D,-9.363,Major,0.0347,0.215,0.0,0.184,0.64,113.719,audio_features,spotify:track:0SzvmWfOhoxZVGrmvb56YL,https://api.spotify.com/v1/tracks/0SzvmWfOhoxZVGrmvb56YL,https://api.spotify.com/v1/audio-analysis/0SzvmWfOhoxZVGrmvb56YL,152613,4/4,152.613
3DQVgcqaP3iSMbaKsd57l5,garage,77.0,I Bet You Look Good On The Dancefloor,0.535,0.948,F#G,-4.19,Minor,0.0356,0.00225,0.0,0.376,0.778,103.183,audio_features,spotify:track:3DQVgcqaP3iSMbaKsd57l5,https://api.spotify.com/v1/tracks/3DQVgcqaP3iSMbaKsd57l5,https://api.spotify.com/v1/audio-analysis/3DQVgcqaP3iSMbaKsd57l5,173680,4/4,173.68
4OkPamOn5GofkOQu64Z4eR,garage,64.0,Teddy Picker,0.637,0.973,A,-3.386,Major,0.112,0.000413,2.23e-05,0.104,0.8,150.223,audio_features,spotify:track:4OkPamOn5GofkOQu64Z4eR,https://api.spotify.com/v1/tracks/4OkPamOn5GofkOQu64Z4eR,https://api.spotify.com/v1/audio-analysis/4OkPamOn5GofkOQu64Z4eR,160640,4/4,160.64
3EEd6ldsPat620GVYMEhOP,garage,71.0,Goo Goo Muck,0.582,0.767,E,-11.38,Minor,0.0297,0.288,0.0789,0.0606,0.736,141.683,audio_features,spotify:track:3EEd6ldsPat620GVYMEhOP,https://api.spotify.com/v1/tracks/3EEd6ldsPat620GVYMEhOP,https://api.spotify.com/v1/audio-analysis/3EEd6ldsPat620GVYMEhOP,186038,4/4,186.038
1eNrlXlW7Cj1QB1YUcZmpb,garage,64.0,Campus,0.639,0.704,G,-5.818,Major,0.0659,0.22,0.0872,0.0849,0.645,162.983,audio_features,spotify:track:1eNrlXlW7Cj1QB1YUcZmpb,https://api.spotify.com/v1/tracks/1eNrlXlW7Cj1QB1YUcZmpb,https://api.spotify.com/v1/audio-analysis/1eNrlXlW7Cj1QB1YUcZmpb,176467,4/4,176.467
2fyIS6GXMgUcSv4oejx63f,garage,77.0,Mardy Bum,0.634,0.599,D,-5.447,Major,0.0365,0.0288,0.0,0.197,0.312,112.215,audio_features,spotify:track:2fyIS6GXMgUcSv4oejx63f,https://api.spotify.com/v1/tracks/2fyIS6GXMgUcSv4oejx63f,https://api.spotify.com/v1/audio-analysis/2fyIS6GXMgUcSv4oejx63f,175440,4/4,175.44
0jBE7Fn78EAvmIs3dCd6GO,garage,62.0,Is This It,0.667,0.692,F,-8.361,Major,0.0285,0.147,3.75e-05,0.349,0.846,96.022,audio_features,spotify:track:0jBE7Fn78EAvmIs3dCd6GO,https://api.spotify.com/v1/tracks/0jBE7Fn78EAvmIs3dCd6GO,https://api.spotify.com/v1/audio-analysis/0jBE7Fn78EAvmIs3dCd6GO,151333,4/4,151.333
6xxXrNJnnsQNLdgNk8S4y8,garage,62.0,Hate To Say I Told You So,0.451,0.929,F,-5.021,Major,0.0549,0.00109,0.00785,0.442,0.378,135.767,audio_features,spotify:track:6xxXrNJnnsQNLdgNk8S4y8,https://api.spotify.com/v1/tracks/6xxXrNJnnsQNLdgNk8S4y8,https://api.spotify.com/v1/audio-analysis/6xxXrNJnnsQNLdgNk8S4y8,199760,4/4,199.76
2t0wwvR15fc3K1ey8OiOaN,garage,71.0,Selfless,0.538,0.679,E,-4.297,Major,0.0333,0.191,0.00175,0.0889,0.0888,121.99,audio_features,spotify:track:2t0wwvR15fc3K1ey8OiOaN,https://api.spotify.com/v1/tracks/2t0wwvR15fc3K1ey8OiOaN,https://api.spotify.com/v1/audio-analysis/2t0wwvR15fc3K1ey8OiOaN,222093,4/4,222.093
3koAwrM1RO0TGMeQJ3qt9J,garage,66.0,$10,0.624,0.596,E,-9.804,Major,0.0314,0.475,0.203,0.119,0.896,120.969,audio_features,spotify:track:3koAwrM1RO0TGMeQJ3qt9J,https://api.spotify.com/v1/tracks/3koAwrM1RO0TGMeQJ3qt9J,https://api.spotify.com/v1/audio-analysis/3koAwrM1RO0TGMeQJ3qt9J,89509,4/4,89.509
0iA3xXSkSCiJywKyo1UKjQ,garage,66.0,Louie Louie,0.623,0.709,C#D,-9.818,Minor,0.0636,0.102,0.0,0.0967,0.948,122.394,audio_features,spotify:track:0iA3xXSkSCiJywKyo1UKjQ,https://api.spotify.com/v1/tracks/0iA3xXSkSCiJywKyo1UKjQ,https://api.spotify.com/v1/audio-analysis/0iA3xXSkSCiJywKyo1UKjQ,165381,4/4,165.381
05ZUxHiGT7VR6ShJjhwJxn,garage,67.0,Down the Line,0.615,0.743,G,-6.569,Major,0.041,0.237,0.00431,0.148,0.528,162.22,audio_features,spotify:track:05ZUxHiGT7VR6ShJjhwJxn,https://api.spotify.com/v1/tracks/05ZUxHiGT7VR6ShJjhwJxn,https://api.spotify.com/v1/audio-analysis/05ZUxHiGT7VR6ShJjhwJxn,158474,4/4,158.474
2idmlkd8oUaQvYEtINpLBX,garage,65.0,Heads Will Roll - A-Trak Remix,0.744,0.614,C#D,-3.908,Minor,0.0838,0.00685,0.334,0.0708,0.774,131.994,audio_features,spotify:track:2idmlkd8oUaQvYEtINpLBX,https://api.spotify.com/v1/tracks/2idmlkd8oUaQvYEtINpLBX,https://api.spotify.com/v1/audio-analysis/2idmlkd8oUaQvYEtINpLBX,383547,4/4,383.547
2MVwrvjmcdt4MsYYLCYMt8,garage,64.0,Tighten Up,0.504,0.705,F#G,-6.179,Minor,0.0665,0.00121,4.12e-06,0.453,0.567,108.965,audio_features,spotify:track:2MVwrvjmcdt4MsYYLCYMt8,https://api.spotify.com/v1/tracks/2MVwrvjmcdt4MsYYLCYMt8,https://api.spotify.com/v1/audio-analysis/2MVwrvjmcdt4MsYYLCYMt8,211080,4/4,211.08
2zzLRQ78kKfPTx8FJQCdC2,garage,76.0,When The Sun Goes Down,0.348,0.875,B,-4.758,Minor,0.199,0.0341,0.0,0.117,0.407,169.152,audio_features,spotify:track:2zzLRQ78kKfPTx8FJQCdC2,https://api.spotify.com/v1/tracks/2zzLRQ78kKfPTx8FJQCdC2,https://api.spotify.com/v1/audio-analysis/2zzLRQ78kKfPTx8FJQCdC2,202133,4/4,202.133
2LMq1O0NiqGhPOlXo3McYQ,garage,68.0,Icky Thump,0.417,0.63,A,-7.24,Major,0.0898,0.0209,0.0134,0.0543,0.341,94.214,audio_features,spotify:track:2LMq1O0NiqGhPOlXo3McYQ,https://api.spotify.com/v1/tracks/2LMq1O0NiqGhPOlXo3McYQ,https://api.spotify.com/v1/audio-analysis/2LMq1O0NiqGhPOlXo3McYQ,254533,4/4,254.533
5TTGoX70AFrTvuEtqHK37S,garage,72.0,No. 1 Party Anthem,0.505,0.698,C,-5.563,Major,0.0297,0.33,0.0887,0.0966,0.599,115.013,audio_features,spotify:track:5TTGoX70AFrTvuEtqHK37S,https://api.spotify.com/v1/tracks/5TTGoX70AFrTvuEtqHK37S,https://api.spotify.com/v1/audio-analysis/5TTGoX70AFrTvuEtqHK37S,243132,4/4,243.132
6wVWJl64yoTzU27EI8ep20,garage,74.0,Crying Lightning,0.498,0.885,E,-4.423,Minor,0.0461,0.0148,0.00041,0.239,0.67,106.719,audio_features,spotify:track:6wVWJl64yoTzU27EI8ep20,https://api.spotify.com/v1/tracks/6wVWJl64yoTzU27EI8ep20,https://api.spotify.com/v1/audio-analysis/6wVWJl64yoTzU27EI8ep20,224827,4/4,224.827
0OM9ri37LIbPc9hffwsyb1,garage,61.0,Hard To Explain,0.408,0.666,G,-6.286,Major,0.0578,0.000455,0.862,0.0889,0.666,82.523,audio_features,spotify:track:0OM9ri37LIbPc9hffwsyb1,https://api.spotify.com/v1/tracks/0OM9ri37LIbPc9hffwsyb1,https://api.spotify.com/v1/audio-analysis/0OM9ri37LIbPc9hffwsyb1,224333,4/4,224.333
3GahMRXI3rL2JVeSLZBRnF,garage,65.0,Warned You,0.535,0.209,F#G,-16.402,Major,0.0257,0.668,0.14,0.129,0.515,137.889,audio_features,spotify:track:3GahMRXI3rL2JVeSLZBRnF,https://api.spotify.com/v1/tracks/3GahMRXI3rL2JVeSLZBRnF,https://api.spotify.com/v1/audio-analysis/3GahMRXI3rL2JVeSLZBRnF,136033,4/4,136.033
6Yu1OL8I0D4vjOzYdsXYGK,garage,70.0,12:51,0.451,0.889,E,-3.838,Major,0.0379,0.312,0.8,0.558,0.592,145.056,audio_features,spotify:track:6Yu1OL8I0D4vjOzYdsXYGK,https://api.spotify.com/v1/tracks/6Yu1OL8I0D4vjOzYdsXYGK,https://api.spotify.com/v1/audio-analysis/6Yu1OL8I0D4vjOzYdsXYGK,153133,4/4,153.133
5rTIpPWeO0IL4HWlGWrz5G,garage,62.0,Brianstorm,0.421,0.98,C#D,-4.229,Major,0.212,8.39e-05,0.00125,0.237,0.435,165.193,audio_features,spotify:track:5rTIpPWeO0IL4HWlGWrz5G,https://api.spotify.com/v1/tracks/5rTIpPWeO0IL4HWlGWrz5G,https://api.spotify.com/v1/audio-analysis/5rTIpPWeO0IL4HWlGWrz5G,170253,4/4,170.253
6Et9MYUuK2OkYE3ce2F0oK,garage,62.0,Going Gets Tough,0.501,0.769,G#A,-6.257,Major,0.0326,0.225,0.0,0.109,0.737,162.047,audio_features,spotify:track:6Et9MYUuK2OkYE3ce2F0oK,https://api.spotify.com/v1/tracks/6Et9MYUuK2OkYE3ce2F0oK,https://api.spotify.com/v1/audio-analysis/6Et9MYUuK2OkYE3ce2F0oK,208613,4/4,208.613
2QUlMbvD9bL8wHqfsoqoet,garage,73.0,Stop The World I Wanna Get Off With You,0.661,0.73,F#G,-6.779,Minor,0.0574,0.0537,3.44e-05,0.14,0.53,95.027,audio_features,spotify:track:2QUlMbvD9bL8wHqfsoqoet,https://api.spotify.com/v1/tracks/2QUlMbvD9bL8wHqfsoqoet,https://api.spotify.com/v1/audio-analysis/2QUlMbvD9bL8wHqfsoqoet,191040,4/4,191.04
4jU7NPkz4HVnM4hweqNhI1,garage,69.0,Blue Orchid,0.481,0.645,A#B,-8.535,Minor,0.318,0.0863,6.2e-06,0.332,0.612,151.307,audio_features,spotify:track:4jU7NPkz4HVnM4hweqNhI1,https://api.spotify.com/v1/tracks/4jU7NPkz4HVnM4hweqNhI1,https://api.spotify.com/v1/audio-analysis/4jU7NPkz4HVnM4hweqNhI1,157560,4/4,157.56
26iu1k7U1NT2i8Sz7mDPGa,garage,65.0,Yam Yam,0.444,0.591,G,-9.004,Minor,0.0316,0.319,0.77,0.107,0.0771,137.865,audio_features,spotify:track:26iu1k7U1NT2i8Sz7mDPGa,https://api.spotify.com/v1/tracks/26iu1k7U1NT2i8Sz7mDPGa,https://api.spotify.com/v1/audio-analysis/26iu1k7U1NT2i8Sz7mDPGa,216038,4/4,216.038
1PXsUXSM3LF2XNSkmIldPb,garage,70.0,Little Black Submarines,0.365,0.466,D,-7.514,Major,0.0418,0.161,6.68e-06,0.106,0.487,95.163,audio_features,spotify:track:1PXsUXSM3LF2XNSkmIldPb,https://api.spotify.com/v1/tracks/1PXsUXSM3LF2XNSkmIldPb,https://api.spotify.com/v1/audio-analysis/1PXsUXSM3LF2XNSkmIldPb,251267,4/4,251.267
2vfPsGhqMbqmhjMGQ52dYf,garage,64.0,Locket,0.393,0.481,C#D,-10.458,Major,0.0273,0.759,0.725,0.0869,0.0773,98.463,audio_features,spotify:track:2vfPsGhqMbqmhjMGQ52dYf,https://api.spotify.com/v1/tracks/2vfPsGhqMbqmhjMGQ52dYf,https://api.spotify.com/v1/audio-analysis/2vfPsGhqMbqmhjMGQ52dYf,318379,4/4,318.379
1BLOVHYYlH4JUHQGcpt75R,garage,69.0,Ode To The Mets,0.426,0.617,C#D,-5.423,Minor,0.0289,0.341,0.181,0.101,0.201,92.002,audio_features,spotify:track:1BLOVHYYlH4JUHQGcpt75R,https://api.spotify.com/v1/tracks/1BLOVHYYlH4JUHQGcpt75R,https://api.spotify.com/v1/audio-analysis/1BLOVHYYlH4JUHQGcpt75R,351787,4/4,351.787
6wNUBZNWFxdUGof6vkaykE,garage,71.0,One For The Road,0.415,0.668,C,-6.849,Major,0.036,0.212,0.0615,0.27,0.842,180.048,audio_features,spotify:track:6wNUBZNWFxdUGof6vkaykE,https://api.spotify.com/v1/tracks/6wNUBZNWFxdUGof6vkaykE,https://api.spotify.com/v1/audio-analysis/6wNUBZNWFxdUGof6vkaykE,206052,4/4,206.052
5PSplhA4PEZHqw0bOfelEp,garage,62.0,Parking Lots,0.488,0.763,C#D,-5.331,Minor,0.03,0.0203,0.37,0.343,0.716,155.663,audio_features,spotify:track:5PSplhA4PEZHqw0bOfelEp,https://api.spotify.com/v1/tracks/5PSplhA4PEZHqw0bOfelEp,https://api.spotify.com/v1/audio-analysis/5PSplhA4PEZHqw0bOfelEp,206354,4/4,206.354
6u0x5ad9ewHvs3z6u9Oe3c,garage,69.0,Under Cover of Darkness,0.35,0.775,B,-3.364,Major,0.054,0.00433,0.283,0.0676,0.588,199.866,audio_features,spotify:track:6u0x5ad9ewHvs3z6u9Oe3c,https://api.spotify.com/v1/tracks/6u0x5ad9ewHvs3z6u9Oe3c,https://api.spotify.com/v1/audio-analysis/6u0x5ad9ewHvs3z6u9Oe3c,235547,4/4,235.547
571hDJQ2yYvOlvEZy6F00V,garage,61.0,Black Memories,0.617,0.576,C,-8.009,Major,0.0286,0.00661,0.0,0.153,0.825,113.965,audio_features,spotify:track:571hDJQ2yYvOlvEZy6F00V,https://api.spotify.com/v1/tracks/571hDJQ2yYvOlvEZy6F00V,https://api.spotify.com/v1/audio-analysis/571hDJQ2yYvOlvEZy6F00V,171400,4/4,171.4
13NCxLOlvQ4Tnexgfp03Gs,garage,60.0,Do Me a Favour,0.471,0.735,B,-6.685,Minor,0.0582,7.84e-05,0.122,0.101,0.636,180.127,audio_features,spotify:track:13NCxLOlvQ4Tnexgfp03Gs,https://api.spotify.com/v1/tracks/13NCxLOlvQ4Tnexgfp03Gs,https://api.spotify.com/v1/audio-analysis/13NCxLOlvQ4Tnexgfp03Gs,205240,4/4,205.24
78Gzxi27GuNHTfkn2BylG4,garage,66.0,What Ever Happened?,0.547,0.596,B,-6.044,Major,0.0339,8.02e-05,0.739,0.273,0.584,116.17,audio_features,spotify:track:78Gzxi27GuNHTfkn2BylG4,https://api.spotify.com/v1/tracks/78Gzxi27GuNHTfkn2BylG4,https://api.spotify.com/v1/audio-analysis/78Gzxi27GuNHTfkn2BylG4,169507,4/4,169.507
36Owb6DDJbBFXi86x3X61z,garage,63.0,Yellow,0.622,0.782,F,-9.142,Major,0.0599,0.848,0.477,0.396,0.655,125.068,audio_features,spotify:track:36Owb6DDJbBFXi86x3X61z,https://api.spotify.com/v1/tracks/36Owb6DDJbBFXi86x3X61z,https://api.spotify.com/v1/audio-analysis/36Owb6DDJbBFXi86x3X61z,134442,4/4,134.442
4WiIscpBgQFm5qIyjoH7M4,garage,61.0,Heads Will Roll,0.562,0.903,G#A,-4.46,Minor,0.0296,0.000187,0.0939,0.298,0.791,132.009,audio_features,spotify:track:4WiIscpBgQFm5qIyjoH7M4,https://api.spotify.com/v1/tracks/4WiIscpBgQFm5qIyjoH7M4,https://api.spotify.com/v1/audio-analysis/4WiIscpBgQFm5qIyjoH7M4,221000,4/4,221.0
3CkjLJYnnyOtGk4Jx4iYS4,garage,62.0,Woman,0.219,0.952,D,-3.621,Major,0.176,5.1e-05,0.0989,0.157,0.172,112.886,audio_features,spotify:track:3CkjLJYnnyOtGk4Jx4iYS4,https://api.spotify.com/v1/tracks/3CkjLJYnnyOtGk4Jx4iYS4,https://api.spotify.com/v1/audio-analysis/3CkjLJYnnyOtGk4Jx4iYS4,176307,1/4,176.307
0vBpyfpW2lARGh3AZFtWRi,garage,62.0,Heads Will Roll - A-Trak Remix Radio Edit,0.671,0.805,G#A,-3.232,Minor,0.081,0.0134,0.0547,0.237,0.866,132.051,audio_features,spotify:track:0vBpyfpW2lARGh3AZFtWRi,https://api.spotify.com/v1/tracks/0vBpyfpW2lARGh3AZFtWRi,https://api.spotify.com/v1/audio-analysis/0vBpyfpW2lARGh3AZFtWRi,203920,4/4,203.92
5u6fnmRO5V0PTl5M2Eekeu,garage,61.0,Cold Hard Bitch,0.458,0.895,D,-3.972,Major,0.0681,0.000219,0.000394,0.106,0.357,130.327,audio_features,spotify:track:5u6fnmRO5V0PTl5M2Eekeu,https://api.spotify.com/v1/tracks/5u6fnmRO5V0PTl5M2Eekeu,https://api.spotify.com/v1/audio-analysis/5u6fnmRO5V0PTl5M2Eekeu,243200,4/4,243.2
6RJK553YhstRzyKA4mug09,garage,72.0,The Letter,0.638,0.428,A,-12.156,Minor,0.0687,0.252,0.0,0.132,0.901,139.434,audio_features,spotify:track:6RJK553YhstRzyKA4mug09,https://api.spotify.com/v1/tracks/6RJK553YhstRzyKA4mug09,https://api.spotify.com/v1/audio-analysis/6RJK553YhstRzyKA4mug09,112800,4/4,112.8
3BcQFPRZuuUClWStz29WjN,garage,60.0,Old Yellow Bricks,0.663,0.839,C,-4.453,Major,0.0695,0.000185,4.65e-06,0.0808,0.75,135.155,audio_features,spotify:track:3BcQFPRZuuUClWStz29WjN,https://api.spotify.com/v1/tracks/3BcQFPRZuuUClWStz29WjN,https://api.spotify.com/v1/audio-analysis/3BcQFPRZuuUClWStz29WjN,187133,4/4,187.133
7KwJrAQMoJyUEBes3evMLv,garage,61.0,Orpheus Under the Influence,0.362,0.871,D,-6.546,Major,0.0502,0.0365,0.000256,0.114,0.526,151.722,audio_features,spotify:track:7KwJrAQMoJyUEBes3evMLv,https://api.spotify.com/v1/tracks/7KwJrAQMoJyUEBes3evMLv,https://api.spotify.com/v1/audio-analysis/7KwJrAQMoJyUEBes3evMLv,134080,4/4,134.08
6oWXWkwHKREYlBNuBCitFP,garage,63.0,Teenage Blue,0.178,0.457,B,-7.48,Major,0.0312,0.834,0.0244,0.133,0.128,180.343,audio_features,spotify:track:6oWXWkwHKREYlBNuBCitFP,https://api.spotify.com/v1/tracks/6oWXWkwHKREYlBNuBCitFP,https://api.spotify.com/v1/audio-analysis/6oWXWkwHKREYlBNuBCitFP,234969,3/4,234.969
4atMrAadB7dS8xn9vfk9PQ,garage,69.0,Fireside,0.538,0.953,A,-5.611,Minor,0.056,0.0234,0.00126,0.113,0.74,100.033,audio_features,spotify:track:4atMrAadB7dS8xn9vfk9PQ,https://api.spotify.com/v1/tracks/4atMrAadB7dS8xn9vfk9PQ,https://api.spotify.com/v1/audio-analysis/4atMrAadB7dS8xn9vfk9PQ,181049,4/4,181.049
2sLAKUdiwa7Ik8XY2ow3DE,garage,64.0,Somewhere in the Universe,0.383,0.461,D#E,-10.844,Major,0.0592,0.427,0.367,0.119,0.106,172.221,audio_features,spotify:track:2sLAKUdiwa7Ik8XY2ow3DE,https://api.spotify.com/v1/tracks/2sLAKUdiwa7Ik8XY2ow3DE,https://api.spotify.com/v1/audio-analysis/2sLAKUdiwa7Ik8XY2ow3DE,100465,4/4,100.465
6VNooTY5w9A9wg1YUsEbKB,garage,72.0,Midas,0.697,0.578,A,-5.213,Minor,0.095,0.393,0.379,0.106,0.3,114.995,audio_features,spotify:track:6VNooTY5w9A9wg1YUsEbKB,https://api.spotify.com/v1/tracks/6VNooTY5w9A9wg1YUsEbKB,https://api.spotify.com/v1/audio-analysis/6VNooTY5w9A9wg1YUsEbKB,218358,4/4,218.358
2SGBEDwsOAOAHrrdAd304i,garage,58.0,She Moves In Her Own Way,0.431,0.81,G,-5.379,Major,0.066,0.276,0.0,0.0906,0.795,76.412,audio_features,spotify:track:2SGBEDwsOAOAHrrdAd304i,https://api.spotify.com/v1/tracks/2SGBEDwsOAOAHrrdAd304i,https://api.spotify.com/v1/audio-analysis/2SGBEDwsOAOAHrrdAd304i,169307,4/4,169.307
5bsnLiT00hG37qd8p2jdVl,garage,71.0,Cornerstone,0.287,0.721,A,-5.81,Major,0.0387,0.00764,0.0,0.328,0.763,169.252,audio_features,spotify:track:5bsnLiT00hG37qd8p2jdVl,https://api.spotify.com/v1/tracks/5bsnLiT00hG37qd8p2jdVl,https://api.spotify.com/v1/audio-analysis/5bsnLiT00hG37qd8p2jdVl,197973,4/4,197.973
